id,name,force,target,synergist,stabilizer,dynamic stabilizer,antagonist stabilizer,instructions
Triceps/CBBarBentoverTriExt,Cable Bar Bent-over Triceps Extension,Push,"
;Triceps Brachii;
","
;
","
;Deltoid, Anterior;
;Pectoralis Major, Clavicular;
;Wrist Flexors;
;Rectus Abdominis;
;Obliques;
",,"
;Erector Spinae;
","Preparation

Stand facing outward behind cable bar and pulleys. Grasp cable bar from medium high pulley with narrow or shoulder width overhand grip. Push cable bar down to straighten arms. Lunge forward and bend over with arms positioned straight forward. Allow bar to be pulled back over neck under resistance of weight while keeping elbows pointed forward.

Execution

Extend forearms forward until elbows are straight. Allow cable bar to return back over neck. Repeat.
"
DeltoidPosterior/STRearDeltRow,Suspended Rear Delt Row,Pull,"
;Deltoid, Posterior;
","
;Infraspinatus;
;Teres Minor;
;Trapezius, Middle;
;Trapezius, Lower;
;Rhomboids;
;Brachialis;
;Brachioradialis;
","
;Erector Spinae;
;Hamstrings;
;Gluteus Maximus;
;Deltoid, Lateral;
","
;Biceps Brachii;
","
;Rectus Abdominis;
;Obliques;
","Preparation

Grasp suspension handles and momentarily step back until arms are extended forward and straight. While keeping arms straight and shoulders back, step forward so body reclines back behind suspension handles.
Position body and legs straight at desired angle hanging from handles with arms straight. Internally rotate shoulders so elbows are positioned directly outwards.

Execution

Pull body up while keeping elbows pointed directly out to each side and body and legs straight. Pull until elbows are directly lateral to each side without allowing elbows to drop. Return until arms are extended straight and shoulders are stretched forward, maintaining high elbow position. Repeat.

Comments

If elbows fall so upper arms no longer travels perpendicular to trunk, Latissimus Dorsi becomes involved. Elbows should be positioned directly lateral to shoulders at highest position throughout movement. Executing exercise with elbows dropping lower than shoulders is not sufficient position to target rear deltoids. A more upright position (ie: lighter resistance) is required than what is used on Suspended Row for General Back. See Gravity Vectors for greater understanding of how body angle influences resistance. Dismounting can be achieved by walking backward until body is upright.

This exercise can be performed on TRXⓇ style suspension trainer or adjustable length gymnastics rings. Also known as Suspended Rear Delt Body Row, Suspended Rear Delt Supine Row, or Suspended Rear Delt Inverted Row.
"
Triceps/BBLyingTriExt,Barbell Lying Triceps Extension,Push,"
;Triceps Brachii;
","
;None ;
","
;Deltoid, Anterior;
;Pectoralis Major, Clavicular;
;Pectoralis Major, Sternal;
;Latissimus Dorsi;
;Teres Major;
;Deltoid, Posterior;
;Wrist Flexors;
",,,"Preparation

Lie on bench with narrow overhand grip on barbell. Position barbell over forehead with arms extended.

Execution

Lower bar by bending elbows. As bar nears head, move elbows slightly back just enough to allow bar to clear around curvature of head. Extend arms. As bar clears head, reposition elbows to their former position until arms are fully extended. Repeat.
"
LatissimusDorsi/LVPullover,Lever Pullover,Pull,"
;Latissimus Dorsi;
","
;Pectoralis Major, Sternal;
;Pectoralis Minor;
;Triceps, Long Head;
;Teres Major;
;Deltoid, Posterior;
;Rhomboids;
;Levator Scapulae;
","
;Trapezius, Lower;
",,,"Preparation

Adjust seat height so lever is near shoulder axis. Sit on machine and push foot lever. Place elbows on pads and grasp bar from behind. Release foot lever and place feet on platform or to sides.

Execution

Pull lever forward and down until elbows are to sides. Return until shoulders are fully flexed, or upper arms are parallel to torso. Repeat.
"
Triceps/SMCloseGripBenchPress,Smith Close Grip Bench Press,Push,"
;Triceps Brachii;
","
;Deltoid, Anterior;
;Pectoralis Major, Sternal;
;Pectoralis Major, Clavicular;
",,"
;Biceps Brachii;
",,"Preparation

Lie on bench with bar above chest and grasp bar with shoulder width or slightly narrower grip. Disengage bar by rotating bar back.

Execution

Lower weight to chest with elbows close to body. Push bar back up until arms are straight. Repeat.
"
LatissimusDorsi/STSelfAssistedPullup,Suspended Self-assisted Pull-up,Pull,"
;Latissimus Dorsi;
","
;Brachialis;
;Brachioradialis;
;Biceps Brachii;
;Teres Major;
;Deltoid, Posterior;
;Infraspinatus;
;Teres Minor;
;Rhomboids;
;Levator Scapulae;
;Trapezius, Middle;
;Trapezius, Lower;
;Pectoralis Minor;
",,"
;Triceps, Long Head;
",,"Preparation

Stand facing suspension handles placed at neck height. Grasp handles and position feet forward on floor, slightly in front of handles.

Execution

Lower body under handles until arms and shoulders are fully extended. If necessary, use minimal assistance of lower body to control descent, allowing knees and hips to bend, keeping flat on floor. Pull body up until chin is just above handles, again with minimal assistance from legs. Repeat.
"
Splenius/BWWallRearNeckBridge,Wall Rear Neck Bridge,Pull,"
;Splenius;
","
;Trapezius, Upper;
;Levator Scapulae;
;Sternocleidomastoid, Posterior Fibers;
;Erector Spinae;
;Quadriceps;
","
;Gluteus Maximus;
",,,"Preparation

Hold small or folded cushioned mat behind head. Facing away from wall or column position head and back of shoulders low on wall or column with mat between. Stand with feet far away from wall or column so body is angled back. Position hips and back straight and bend knees just slightly. Place arms to side or hold hands on abdomen.

Execution

Push head back into mat and roll head upward. Arch spine and straighten knees. Hyperextend neck so head is facing up. Return to original position by rolling head down while allowing low back to straighten and knees to bend slightly. Continue down until back of head and shoulders make contact with mat. Repeat.
"
WristExtensors/CBReverseWristCurl,Cable Reverse Wrist Curl,Pull,"
;Wrist Extensors;
","
;None ;
","
;No significant stabilizers ;
",,,"Preparation

Sit and grasp cable bar with narrow to shoulder width overhand grip. Rest forearms on thighs with wrists just beyond knees.

Execution

Raise stirrup by pointing knuckles upward as high as possible. Return until knuckles are pointing downward as far as possible. Repeat.
"
BackGeneral/CBWideGripSeatedRow,Cable Wide Grip Seated Row,Pull,"
;Back, General;
","
;Trapezius, Middle;
;Trapezius, Lower;
;Rhomboids;
;Latissimus Dorsi;
;Teres Major;
;Deltoid, Posterior;
;Infraspinatus;
;Teres Minor;
;Brachialis;
;Brachioradialis;
;Pectoralis Major, Sternal;
;Erector Spinae;
","
;Hamstrings;
;Gluteus Maximus;
;Adductor Magnus;
","
;Biceps Brachii;
;Triceps, Long Head;
",,"Preparation

Sit slightly forward on platform in order to grasp cable attachment. With awider than shoulder width grip, slide hips back positioning knees with slight bend.

Execution

Pull cable attachment to waist while pulling torso upright.   Pull shoulders back and push chest forward while arching back. Return until arms are extended, shoulders are stretched forward, and lower back is flexed forward. Repeat.

Comments

Begin with light weight and additional weight gradually to allow lower back adequate adaptation. Do not pause or bounce at bottom of lift. Do not lower weight beyond mild stretch. Full range of motion through lower back will vary from person to person. See Cable Seated Row Question. Also see Cable Wide Grip Straight Back Seated Row and Dangerous Exercise Essay.
"
DeltoidAnterior/LVShoulderPress,Lever Shoulder Press,Push,"
;Deltoid, Anterior;
","
;Deltoid, Lateral;
;Supraspinatus;
;Pectoralis Major, Clavicular;
;Triceps Brachii;
;Trapezius, Middle;
;Trapezius, Lower;
;Serratus Anterior, Inferior Digitations;
","
;Trapezius, Upper;
;Levator Scapulae;
","
;Triceps, Long Head;
;Biceps Brachii;
",,"Preparation

Set and grasp lever handles to each side with overhand grip.

Execution

Press lever upward until arms are extended overhead. Lower and repeat.

Comments

Range of motion will be compromised if grip is too wide.
"
BackGeneral/LVBentOverRowH,Lever Bent-over Row (plate loaded),unspecified,"
;General, Back;
","
;Trapezius, Middle;
;Trapezius, Lower;
;Rhomboids;
;Latissimus Dorsi;
;Teres Major;
;Deltoid, Posterior;
;Infraspinatus;
;Teres Minor;
;Brachialis;
;Brachioradialis;
;Pectoralis Major, Sternal ;
","
;Erector Spinae;
;Hamstrings;
;Gluteus Maximus;
;Adductor Magnus;
;Quadriceps;
","
;Biceps Brachii;
;Triceps, Long Head ;
","
;Rectus Abdominis;
;Obliques;
","Preparation


With lever handles to sides, bend knees slightly and bend over with back straight. Grasp lower handles.


Execution


 Pull lever handles up to sides. Return until arms are extended and shoulders are stretched downward. Repeat.


Comments

Torso should be kept horizontal if flexibility allows. Knees are bent in effort to keep low back straight (See Hamstring Inflexibility). If low back becomes rounded due to tight hamstrings, try bending knees more. Placing weight plates on higher bar lightens resistance at top where strength lessens, without compromising range of motion. See Gravity Vectors to understand how this positioning, altering direction of load, affects exercise resistance (resistance curve). Also see wide grip form.

"
LatissimusDorsi/STPullup,Suspended Pull-up,Pull,"
;Latissimus Dorsi;
","
;Brachialis;
;Brachioradialis;
;Biceps Brachii;
;Teres Major;
;Rhomboids;
;Levator Scapulae;
;Trapezius, Lower;
;Pectoralis Major, Sternal;
;Pectoralis Minor;
",,"
;Triceps, Long Head;
",,"Preparation

Grasp high suspension handles.

Execution

Pull body up until neck reaches height of hands. Lower body until arms and shoulders are fully extended. Repeat.
"
Triceps/CBLyingTriExt,Cable Lying Triceps Extension,Push,"
;Triceps Brachii;
","
;None ;
","
;Deltoid, Anterior;
;Pectoralis Major, Clavicular;
;Pectoralis Major, Sternal;
;Latissimus Dorsi;
;Teres Major;
;Deltoid, Posterior;
;Wrist Flexors;
",,,"Preparation

Lie on bench and grasp bar with narrow overhand grip. With arms extended, position bar over face.

Execution

Lower bar by bending elbow. As bar nears head, move elbows slightly back just enough to allow bar to clear around curvature of head. Extend arm. As bar clears head, reposition elbows to its former position until arm is fully extended. Repeat.
"
DeltoidLateral/CBOneArmLateralRaise,Cable One Arm Lateral Raise,Pull,"
;Deltoid, Lateral;
","
;Deltoid, Anterior;
;Supraspinatus;
;Trapezius, Middle;
;Trapezius, Lower;
;Serratus Anterior, Inferior Digitations;
","
;Trapezius, Upper;
;Levator Scapulae;
;Wrist Extensors;
",,,"Preparation

Grasp stirrup cable attachment. Stand facing with side of resting arm toward low pulley. Grasp ballet bar if available.

Execution

With elbow slightly bent, raise arm to side away from low pulley until elbow is shoulder height. Lower and repeat.

Comments

Maintain fixed elbow position (10° to 30° angle) throughout exercise. Stirrup is raised by shoulder abduction, not external rotation.
"
Brachioradialis/CBReverseCurl,Cable Reverse Curl,Pull,"
;Brachioradialis;
","
;Brachialis;
;Biceps Brachii;
","
;Deltoid, Anterior;
;Trapezius, Upper;
;Trapezius, Middle;
;Levator Scapulae;
;Wrist Extensors;
",,,"Preparation

Grasp cable bar with shoulder width overhand grip.

Execution

With elbows to side, raise bar until forearms are vertical. Lower until arms are fully extended. Repeat.

Comments

When elbows are fully flexed, they can travel forward, slightly allowing forearms to be no more than vertical. This additional movement allows for relative release of tension in muscles between repetitions.
"
BackGeneral/BWUnderhandSupineRowHigh,Inverted Biceps Row (high bar),Pull,"
;Biceps Brachii;
","
;Trapezius, Middle;
;Trapezius, Lower;
;Rhomboids;
;Latissimus Dorsi;
;Teres Major;
;Deltoid, Posterior;
;Infraspinatus;
;Teres Minor;
;Brachialis;
;Brachioradialis;
;Pectoralis Major, Sternal;
","
;Erector Spinae;
;Hamstrings;
;Gluteus Maximus;
","
;Triceps, Long Head;
","
;Rectus Abdominis;
;Obliques;
","Preparation

Stand facing arms length away from waist to head height horizontal bar. Grasp bar with shoulder width underhand grip. Position body under bar with legs, hips and spine straight. Arms should be straight, approximately perpendicular to body. Heels should make contact with floor with feet about perpendicular to legs.

Execution

Keeping body straight, pull body up to bar. Return until arms are extended and shoulders are stretched forward. Repeat.

Comments

Bar height can be adjusted to vary resistance. See Gravity Vectors for greater understanding of how body angle influences resistance. Also known as Underhand Body Row or Underhand Supine Row.
"
WristExtensors/LVRollerWristExtention,Lever Roller Wrist Extension,Pull,"
;Wrist Extensors;
","
;None ;
","
;Wrist/Finger Flexors;
",,,"Grasp wrist roller handle with both hands; over hand grip.

Execution

With left hand gripping handle, relax grip of right hand and slide grip in front of handle (by flexing wrist) and regrip. Relax grip of left hand and hyperextend right wrist. Repeat sequence with opposite hands, alternating back and forth until weight plate has raised up near hands. Lower weight steadily with opposite movement or loosen grip slightly to control descent of weight stack. Repeat.
"
