id,name,force,target,synergist,stabilizer,dynamic stabilizer,antagonist stabilizer,instructions
WristFlexors/LVUlnarFlexion,Lever Ulnar Deviation,Pull,Flexor Carpi Ulnaris;Extensor Carpi Ulnaris,,No significant stabilizers,,,"Preparation

Rotate handle over and under so handle is in slightly downward position toward thighs. Grasp handle with thumb ups grip so fist is pulled up under resistance.

Execution

Bend wrist so pinky side of fist is pulled down. Return to starting position and repeat.
"
Subscapularis/LVShoulderInternalRotationPL,Lever Shoulder Internal Rotation (plate loaded),Pull,Subscapularis,"Pectoralis Major, Sternal;Latissimus Dorsi;Teres Major",Serratus Anterior,,,"Preparation

Lie supine on section of bench furthest away from pads to each side. Position body so shoulders and elbows are aligned to fulcrum on each side. Place wrists or hands on under lower set of pads to each side of head.

Execution

Pull lever arms upward and toward each side of torso as far as possible by simultaneously rotating upper arms. Lower lever arms to original position and repeat.
"
BackGeneral/LVNarrowGripSeatedRowH,Lever Narrow Grip Seated Row (plate loaded),Pull,"Back, General","Trapezius, Middle;Trapezius, Lower;Rhomboids;Latissimus Dorsi;Teres Major;Deltoid, Posterior;Infraspinatus;Teres Minor;Brachialis;Brachioradialis;Pectoralis Major, Sternal",,"Biceps Brachii;Triceps, Long Head",,"Preparation

Sit on seat and position chest against pad. Grasp lever handles with underhand grip.

Execution

Pull levers back until elbows are behind back and shoulders are pulled back. Return until arms are extended and shoulders are stretched forward. Repeat.
"
Triceps/CBInclineTriExt,Cable Incline Triceps Extension,Push,Triceps Brachii,,"Deltoid, Anterior;Pectoralis Major, Clavicular;Pectoralis Major, Sternal;Latissimus Dorsi;Teres Major;Deltoid, Posterior;Wrist Flexors",,,"Preparation

Grasp cable bar from behind with narrow overhand grip. Position elbows overhead.

Execution

Extend forearm overhead until elbows are straight. Lower until forearms are against upper arms. Repeat.
"
BackGeneral/SMBentOverRow,Smith Bent-over Row,Pull,"Back, General","Trapezius, Middle;Trapezius, Lower;Rhomboids;Latissimus Dorsi;Teres Major;Deltoid, Posterior;Infraspinatus;Teres Minor;Brachialis;Brachioradialis;Pectoralis Major, Sternal",Erector Spinae;Hamstrings;Gluteus Maximus;Adductor Magnus;Quadriceps,"Biceps Brachii;Triceps, Long Head",Rectus Abdominis;Obliques,"Preparation

Bend knees slightly and bend over bar with back straight. Grasp bar with wide overhand grip. Disengage bar by rotating bar back.

Execution

Pull bar to upper waist. Return until arms are extended and shoulders are stretched downward. Repeat.

Comments

Torso may be kept horizontal for strict execution. Platform (as shown) is only needed if smith machine does not allow bar to be lowered to lowest position. Knees are bent in effort to keep low back straight (See Hamstring Inflexibility ). If low back becomes rounded due to tight hamstrings, either knees should be bent more or torso may not be positioned as low. Either fix may compromise involvement of Latissimus Dorsi since it forces more shoulder transverse extension and less shoulder extension range of motion. If low back is rounded due to poor form, deadlift weight to standing position and lower torso into horizontal position with knees bent and back straight. A shoulder width or underhand grip can increase lat involvement by emphasizing shoulder extension over transverse extension.
"
DeltoidAnterior/LVReclinedShoulderPressParGrip,Lever Reclined Parallel Grip Shoulder Press,Push,"Deltoid, Anterior","Pectoralis Major, Clavicular;Triceps Brachii;Deltoid, Lateral;Trapezius, Middle;Trapezius, Lower;Serratus Anterior, Inferior Digitations","Trapezius, Upper;Levator Scapulae","Triceps, Long Head;Biceps Brachii",,"Preparation

Lie on back pad facing up. Grasp parallel lever handles on each side.

Execution

Press lever until arms are extended. Lower and repeat.
"
DeltoidPosterior/STReverseFly,Suspended Reverse Fly,Pull,"Deltoid, Posterior","Infraspinatus;Teres Minor;Trapezius, Middle;Trapezius, Lower;Rhomboids","Erector Spinae;Hamstrings;Gluteus Maximus;Deltoid, Lateral",,Rectus Abdominis;Obliques,"Preparation

Grasp suspension handles and momentarily step back until arms are extended forward and straight. While keeping arms straight and shoulders back, step forward so body reclines back behind suspension handles. Position body and legs straight at desired angle hanging from handles with arms straight. Internally rotate shoulders so elbows are positioned directly outwards with arms straight or slightly bent. Shoulder should be positioned approximately 90° relative to torso position.

Execution

Pull handles out to sides while keeping stiff elbow position and maintaining shoulder at 90° plane to torso throughout exercise. Raise up until upper arms are in-line to one another. Return to original position in same plane and repeat.

Comments

Upper arms should travel in transverse path at shoulder level without allowing elbows to drop to minimize Latissimus Dorsi involvement. A very upright position (ie: very light resistance) with one foot positioned slightly back (see 'Easier') is typically required for proper execution. Take care to maintain tension on suspension trainer near top of movement. Dismounting can be achieved by walking backward until body is upright or stepping out at top of movement. This exercise can be performed on TRXⓇ style suspension trainer or adjustable length gymnastics rings.
"
BackGeneral/CBOneArmStandingRow,Cable Standing Row,Pull,"Back, General","Trapezius, Middle;Trapezius, Lower;Rhomboids;Latissimus Dorsi;Teres Major;Deltoid, Posterior;Infraspinatus;Teres Minor;Brachialis;Brachioradialis;Pectoralis Major, Sternal",Triceps; Supporting Arm,"Biceps Brachii;Triceps, Long Head",,"Preparation

Stand to side of medium height, rotating pulley. Place hand shoulder height or slightly lower on support bar with arm straight. Place foot nearest supporting arm forward with knee slightly bent and opposite foot back. Grasp cable stirrup with one hand, allowing shoulder to be pulled forward under weight on cable.

Execution

Pull cable attachment to side of torso while pulling shoulder back, arching spine, and pushing chest forward. Return until arm is extended and shoulder is pulled forward. Repeat. Continue with opposite arm.
"
Brachialis/STArmCurl,Suspended Arm Curl,Pull,Brachialis,Biceps Brachii;Brachioradialis,"Erector Spinae;Gluteus Maximus;Hamstrings;Wrist Flexors;Trapezius, Middle;Rhomboids",,Rectus Abdominis;Obliques,"Preparation

Grasp suspension handles and momentarily step back until arms are extended forward and straight. While keeping arms straight and shoulders back, step forward so body is reclined back. Position palms up or slightly inward.

Execution

Bring handles toward shoulders by flexing arms, while keeping elbows pointed forward. Return by straightening arms and repeat.

Comments

Dismounting can be achieved by walking backward until body is upright. Also known as Suspended Biceps Curl, arguably somewhat of a misnomer. The positioning of arms, with elbows high, places short head (medial head) of Bicep Brachii in active insufficiency as arm continues to flex. The long head of Biceps Brachii (lateral head) and in particular, Brachialis are primary movers in this position.

Allowing elbows to drop slightly during flexion may somewhat decrease active insufficiency of biceps brachii. However, this technique may not ideally emphasize biceps' involvement, since this position prevents body from achieving a more upright position at end of movement at any given initial body angle, thereby creating a peak contraction (greatest resistance at top of movement) on elbow flexors which enter into yet another related compromised mechanical position (see Tension Potential and Muscle Length-tension Relationship). This exercise can be performed on TRXⓇ style suspension trainer or adjustable length gymnastics rings.
"
DeltoidAnterior/DBOneArmShoulderPress,Dumbbell One Arm Shoulder Press,Push,"Deltoid, Anterior","Deltoid, Lateral;Supraspinatus;Triceps Brachii;Trapezius, Middle;Trapezius, Lower;Serratus Anterior, Inferior Digitations;Pectoralis Major, Clavicular;Obliques;Psoas major;Iliocastalis lumborum;Iliocastalis thoracis","Trapezius, Upper;Levator Scapulae","Triceps, Long Head;Biceps Brachii",,"Preparation

Stand with dumbbells positioned near shoulder with elbow below wrists.

Execution

Press dumbbell upward until arm is extended overhead. Lower to side of shoulder and repeat.

Comments

Torso can lean away for balance as shown or torso can maintain upright posture. Also see Kettlebell Press.
"
WristExtensors/LVRollerRadialFlexion,Lever Roller Radial Deviation,Pull,Extensor Carpi Radialis;Flexor Carpi Radialis,,No significant stabilizers,,,"Preparation

Place hands on knobs at each end of roller.

Execution

With left hand gripping knob, relax grip of right hand and slide grip downward so fingers are under bottom of knob (by ulnar deviation) and regrip. Relax grip of left hand and rotate knob with right hand so thumb travels closer to body (by radial deviation). Repeat sequence with opposite hands, alternating back and forth until weight plate has raised up near hands. Lower weight steadily with opposite movement or loosen grip slightly to control descent of weight stack.
"
DeltoidPosterior/SMRearDeltRow,Smith Rear Delt Row,Pull,"Deltoid, Posterior","Infraspinatus;Teres Minor;Deltoid, Lateral;Trapezius, Middle;Trapezius, Lower;Brachialis;Brachioradialis;Rhomboids",Erector Spinae;Hamstrings;Gluteus Maximus;Adductor Magnus;Quadriceps,Biceps Brachii,,"Preparation

Stand near low smith bar. Bend knees and bend over bar with back straight. Grasp bar with wide overhand grip. Disengage bar by rotating bar back.

Execution

Keeping upper arm perpendicular to torso, pull bar up toward upper chest until upper arms are just beyond parallel to floor. Return and repeat.

Comments

If upper arm travels closer than perpendicular to trunk, latissimus dorsi becomes involved. Elbows should be raised directly lateral to shoulders. Positioning torso at 45° is not sufficient angle to target rear deltoids. Keep torso bent over approximately horizontal. Knees are bent in effort to keep low back straight (See Hamstring Inflexibility).
"
TrapeziusUpper/LVXGripShrugPL,Lever Gripless Shrug (plate loaded),Pull,"Trapezius, Upper","Trapezius, Middle;Levator Scapulae",Erector Spinae,,,"Preparation

Stand with shoulders under padded lever.

Execution

Elevate shoulders as high as possible. Lower and repeat.
"
Sternocleidomastoid/WtNeckFlx,Weighted Neck Flexion,Pull,Sternocleidomastoid,,Rectus Abdominis;Obliques,,,"Preparation

Place folded towel on weight plate. Lie supine perpendicular on bench with low back and hips extending off and feet on floor. Place weight and towel on forehead. Place plates on forehead with towel placed in between for comfort.

Execution

Move head up by flexing neck until chin touches upper chest. Return by hyperextending neck and repeat.
"
Subscapularis/CBStandingInternalRotation,Cable Standing Shoulder Internal Rotation,Pull,Subscapularis,"Pectoralis Major, Sternal;Pectoralis Major, Clavicular;Latissimus Dorsi;Teres Major;Deltoid, Anterior",Pectoralis Minor;Rhomboids;Levator Scapulae;Wrist Flexors,,,"Preparation

Stand with side to elbow height cable pulley. Grasp cable stirrup with near arm. Position elbow against side with elbow bent approximately 90°.

Execution

Pull cable stirrup toward body by internally rotating shoulder until forearm is across belly. Return and repeat. Continue with opposite arm.
"
DeltoidAnterior/LVBBBehindNeckPress,Lever Barbell Behind Neck Press (plate loaded),Push,"Deltoid, Anterior","Deltoid, Lateral;Supraspinatus;Triceps Brachii;Trapezius, Middle;Trapezius, Lower;Serratus Anterior, Inferior Digitations","Trapezius, Upper;Levator Scapulae","Triceps, Long Head",,"Preparation

Sit on bench with bar positioned behind shoulders, also facing away from fulcrum. Grasp bar with wide overhand grip. Disengage bar by rotating bar back.

Execution

Press bar upward until arms are extended overhead. Lower bar behind neck and repeat.
"
WristFlexors/SLGripPlateLoaded,Sled Grip (plate loaded),Pull,Wrist Flexors,,No significant stabilizers,,,"Preparation

Bend over and grasp bar grips with both hands; fingers under lower bar and base of thumbs over top stationary bar.

Execution

Squeeze bar grips together until lower bar makes contact with upper bar. Release to original position and repeat.
"
DeltoidPosterior/CBStandingCrossRow,Cable Standing Cross Row,Pull,"Deltoid, Posterior","Infraspinatus;Teres Minor;Deltoid, Lateral;Trapezius, Middle;Trapezius, Lower;Rhomboids;Brachialis;Brachioradialis",,Biceps Brachii,,"Preparation

Stand between two shoulder-high cable pulleys (adjustable cross-over machine). Grasp right stirrup with left hand and left stirrup with right hand. Step back until cables are angled back 30° to 45°. Position both elbows at height of shoulders, one over other.

Execution

Pull both cable attachments by moving elbows back to sides. Keep upper arms horizontal, perpendicular to trunk. Return and repeat.
"
